UniqueID,wave2.dum,wave3.dum,mg.asp_w2,mg.asp_w3,mg.pln_w1,mg.pln_w2,mg.pln_w3,treat.dum,Region,nonmissing2,nonmissing3,wt2,wt3,bus.location,bus.open,bus.purchases,bus.hire,bus.profit,bus.close,self.suff_w2,efficacy_w2,placeat_w2,self.suff_w3,efficacy_w3,placeat_w3,age,educ,male,bs.exp.now,bs.exp.past,Score,job_w1,top.dest.d_w1,top.dest.d_w2,top.dest.d_w3,nt.mg.afr,nt.mg.good.afr,nt.mg.cnt.afr,nt.mg.out,nt.mg.good.out,nt.mg.cnt.out,gvt.rg.cmpl_w2,gvt.rg.cmpl_w3,bs.supp_w2,bs.supp_w3,nt.bs,nt.bs.cnt,occup,bribes.common_w2,bribes.common_w3,gvt.rg.unpred_w2,gvt.rg.unpred_w3,mg.ab.work_w2,mg.ab.work_w3,mg.ab.tourist_w2,mg.ab.tourist_w3,mg.ab.bw_w2,mg.ab.bw_w3,cvd.rch.econ_w2,cvd.rch.econ_w3,lost.job.dum,lost.job,bw.risk_w2,bw.risk_w3,mg.ab_w2,mg.ab_w3,rsktkr
1172,1,1,2,5,1,1,1,1,West Coast Region,TRUE,TRUE,1.0926792552692441,1.4931654984920422,1,1,1,1,1,0,3.57142857142857,3.33333333333333,4,2.57142857142857,3.33333333333333,5,31,2,1,1,0,67,1,1,1,1,2,1,NA,5,5,5,4,4,4,2,15,0,Other,4,4,4,4,1,1,1,1,1,1,1,4,0,2,0,9,1,1,10
1173,0,0,NA,NA,1,NA,NA,0,Greater Banjul Area,FALSE,FALSE,1.0527875608531587,1.2910716941391704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,3,1,0,1,67,0,1,NA,NA,NA,NA,NA,8,8,NA,NA,NA,NA,NA,3,1,Agriculture/farming/fishing/forestry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,10
1174,1,1,4,4,1,2,3,1,Greater Banjul Area,TRUE,TRUE,1.0412186159139007,1.2218671740719804,0,0,1,0,1,0,3.85714285714286,3.66666666666667,3,5,3,2,29,2,0,1,0,67,0,1,1,1,6,3,1,4,NA,NA,4,4,2,2,4,0,"Artisan or skilled manual worker (e.g., trades like electrician, mechanic, machinist, tailor, or skilled manufacturing worker, designer)",4,4,4,4,4,0,3,3,1,1,1,1,1,1,8,7,2,2,0
1175,1,1,3,5,1,1,1,1,Greater Banjul Area,TRUE,TRUE,1.0805385952472761,1.3460376377822472,1,1,1,0,1,0,3.85714285714286,3.66666666666667,3,4.28571428571429,3.33333333333333,4,33,2,1,1,0,67,0,1,1,1,NA,NA,NA,NA,NA,NA,4,3,2,4,5,0,"Artisan or skilled manual worker (e.g., trades like electrician, mechanic, machinist, tailor, or skilled manufacturing worker, designer)",3,4,3,4,2,4,2,2,2,5,3,4,1,1,2,5,2,2,8
1176,1,1,4,3,NA,1,1,0,Greater Banjul Area,TRUE,TRUE,1.081836185639386,1.4728260703766363,0,0,0,1,0,0,3.57142857142857,3.66666666666667,2,2.28571428571429,3.33333333333333,1,33,2,0,1,0,67,1,NA,1,1,NA,NA,NA,NA,NA,NA,4,5,2,2,0,0,Trader/hawker/vendor,3,2,3,3,2,4,2,3,2,3,NA,6,0,2,7,NA,2,3,NA
1177,1,1,4,3,1,1,2,0,West Coast Region,TRUE,TRUE,1.2029104508211,1.7492188856107926,1,1,0,0,1,1,4.14285714285714,3.33333333333333,4,3.85714285714286,3.33333333333333,2,32,2,1,0,1,67,0,1,0,1,NA,NA,NA,20,10,2,5,4,2,2,4,0,Other,4,2,4,4,0,3,0,2,1,2,1,1,NA,NA,9,8,1,2,10
1178,1,1,4,2,2,1,1,1,Greater Banjul Area,TRUE,TRUE,1.040101057704429,1.2152743480649104,1,0,0,1,0,0,3.71428571428571,3.33333333333333,1,4,2.66666666666667,2,28,2,1,1,0,67,0,0,1,1,1,1,NA,7,3,2,5,4,2,2,5,0,None,4,4,4,4,1,1,1,1,1,1,1,4,1,1,2,0,3,1,10
1179,0,0,NA,NA,1,NA,NA,0,Greater Banjul Area,FALSE,FALSE,1.081836185639386,1.4728260703766363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,2,1,1,0,67,1,1,NA,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA,5,1,"Upper-level professional (e.g., banker/finance, doctor, lawyer, engineer, accountant, professor, senior-level government officer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,2,NA,NA,NA,NA,10
1180,1,0,4,NA,1,1,NA,1,Greater Banjul Area,TRUE,FALSE,1.0759491792416145,1.4610273087313137,NA,NA,NA,NA,NA,NA,4,4.66666666666667,2,NA,NA,NA,27,3,1,0,0,67,0,1,0,NA,7,5,0,25,20,4,3,NA,5,NA,10,7,"Mid-level professional (e.g., teacher, nurse, mid-level government officer)",4,NA,2,NA,2,NA,2,NA,1,NA,2,NA,1,1,10,NA,2,NA,10
1181,1,1,4,4,1,1,1,1,Greater Banjul Area,TRUE,TRUE,1.0687532701765243,1.4457523423954384,0,0,0,0,0,NA,3.42857142857143,3.66666666666667,3,3,3,5,25,3,1,0,0,67,1,NA,0,1,5,1,0,13,7,0,4,3,4,2,6,8,Clerical or secretarial,3,2,2,3,2,2,2,2,1,2,1,2,0,2,10,2,2,2,5
1182,0,0,NA,NA,1,NA,NA,0,Greater Banjul Area,FALSE,FALSE,1.0379560206495158,1.202670595934751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,2,1,1,0,67,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,Retail/Shop,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,10
1183,1,1,5,4,3,2,2,1,Greater Banjul Area,FALSE,FALSE,NA,NA,1,0,1,0,0,0,4,4.66666666666667,1,4,3.33333333333333,2,29,NA,1,1,0,67,0,1,1,1,NA,NA,NA,NA,NA,NA,4,4,2,4,10,0,"Artisan or skilled manual worker (e.g., trades like electrician, mechanic, machinist, tailor, or skilled manufacturing worker, designer)",2,4,4,4,0,0,2,0,1,1,1,1,NA,NA,5,10,1,1,10
1185,0,0,NA,NA,3,NA,NA,0,Greater Banjul Area,FALSE,FALSE,1.0839296519394184,1.449808449132468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,2,0,0,0,67,0,0,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,6,0,Student,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,0
1186,1,1,3,4,1,3,3,0,Greater Banjul Area,TRUE,TRUE,1.047575382168747,1.2285260661974176,0,0,0,0,0,0,3.14285714285714,2.66666666666667,1,3.28571428571429,3.33333333333333,4,22,2,1,0,0,67,0,1,1,1,5,2,2,NA,NA,NA,2,4,4,5,4,2,NA,4,4,4,4,5,3,3,3,1,2,1,3,0,0,10,10,3,3,10
1187,1,1,5,3,1,3,1,0,Greater Banjul Area,TRUE,TRUE,1.0513563344356422,1.2824224424277837,1,0,1,0,1,1,4,2.66666666666667,4,4,3.33333333333333,3,28,2,1,1,0,67,1,1,1,1,3,2,2,1,1,1,2,3,2,4,3,2,Other,4,2,4,2,2,2,2,3,2,2,3,4,0,2,8,8,2,2,10
1188,1,1,4,4,2,1,2,0,Greater Banjul Area,TRUE,TRUE,1.0654151734321167,1.4383057069064604,0,1,1,1,1,0,4.42857142857143,4,3,4.57142857142857,4,2,24,2,0,0,0,60,0,0,1,1,1,9,NA,10,9,1,4,5,2,3,4,0,Student,5,4,5,5,2,2,2,3,1,1,3,4,0,0,2,5,2,2,10
1190,1,0,5,NA,1,3,NA,1,Greater Banjul Area,TRUE,FALSE,1.0772863312240646,1.4108897443863753,NA,NA,NA,NA,NA,NA,4.57142857142857,4.66666666666667,1,NA,NA,NA,25,2,1,0,0,60,0,1,1,NA,NA,NA,NA,NA,NA,NA,2,NA,5,NA,NA,0,"Artisan or skilled manual worker (e.g., trades like electrician, mechanic, machinist, tailor, or skilled manufacturing worker, designer)",4,NA,2,NA,4,NA,1,NA,1,NA,1,NA,1,1,10,NA,4,NA,10
1191,0,0,NA,NA,1,NA,NA,0,West Coast Region,FALSE,FALSE,1.0860122367071259,1.4808591927848098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,2,1,1,0,60,0,0,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,10,3,Agriculture/farming/fishing/forestry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,9
1192,1,1,2,2,3,2,1,1,West Coast Region,TRUE,TRUE,1.070986587759465,1.4793901744014708,1,1,0,1,1,1,3.28571428571429,3.33333333333333,2,3.71428571428571,4.66666666666667,2,35,2,1,1,0,60,0,1,1,1,5,5,2,10,10,3,4,2,2,2,15,3,None,4,2,4,2,2,3,2,2,2,3,4,1,1,1,9,6,2,3,9
1193,1,1,3,2,2,2,1,1,Lower River Region,TRUE,TRUE,1.1692107407748775,1.7211966795899587,1,1,0,1,0,1,3.71428571428571,4,4,3.71428571428571,3.33333333333333,4,26,2,1,1,0,60,1,1,0,0,2,1,NA,13,9,4,4,4,2,2,4,1,Retail/Shop,4,4,4,4,3,2,3,2,2,1,1,2,0,2,10,2,3,1,7
1194,0,0,NA,NA,2,NA,NA,0,Greater Banjul Area,FALSE,FALSE,1.0699050192988928,1.3486153543367805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,2,0,0,0,60,0,1,NA,NA,5,2,2,7,4,7,NA,NA,NA,NA,3,2,Housewife/homemaker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,NA,NA,NA,NA,7
1195,1,1,4,3,1,1,1,0,Greater Banjul Area,TRUE,TRUE,1.0692935646295032,1.2818547214308935,1,1,0,0,1,0,3.71428571428571,2.66666666666667,2,3.57142857142857,3,2,31,2,1,1,0,60,1,NA,1,1,3,1,0,10,5,2,2,3,4,2,5,2,None,2,2,2,3,2,2,2,2,1,1,2,2,0,2,8,8,1,2,5
1196,1,1,3,3,1,1,1,1,West Coast Region,TRUE,TRUE,1.1217402742411309,1.6192559177018957,0,0,1,1,1,0,4.71428571428571,4.33333333333333,3,5,5,4,26,3,0,0,0,60,0,0,1,1,1,1,0,16,10,2,4,3,5,5,5,6,Student,3,3,4,3,3,2,3,2,1,1,4,4,0,0,10,10,3,3,10
1197,1,1,5,4,3,3,2,1,Greater Banjul Area,TRUE,TRUE,1.0706140928494987,1.3110962863829567,1,1,1,0,1,0,4.57142857142857,3.33333333333333,4,3.42857142857143,3.33333333333333,3,25,2,1,1,0,60,0,1,0,0,3,2,1,2,2,2,4,2,5,2,1,0,"Artisan or skilled manual worker (e.g., trades like electrician, mechanic, machinist, tailor, or skilled manufacturing worker, designer)",4,2,5,4,2,3,4,0,1,1,1,1,1,1,10,10,2,3,10
1198,1,1,5,3,1,2,1,0,Lower River Region,TRUE,TRUE,1.0433918722059703,1.1694289845892702,0,0,0,0,0,1,2.85714285714286,3,4,3.85714285714286,1.66666666666667,2,31,2,1,1,0,60,1,1,1,0,1,6,NA,9,9,1,3,5,2,1,30,5,Agriculture/farming/fishing/forestry,4,NA,3,4,2,1,1,1,1,1,2,2,0,2,7,10,3,1,10
1199,1,1,2,4,3,1,3,0,Greater Banjul Area,TRUE,TRUE,1.0975861065746808,1.3470980175696803,1,0,1,0,0,1,4.14285714285714,3.66666666666667,1,3.14285714285714,3.66666666666667,1,28,2,1,1,0,60,0,1,NA,1,NA,NA,NA,3,3,NA,5,5,2,1,20,0,Agriculture/farming/fishing/forestry,4,5,5,4,1,1,2,2,1,5,1,4,1,1,10,10,1,2,0
1200,1,1,5,5,1,1,3,0,Greater Banjul Area,TRUE,TRUE,1.0412186159139007,1.2218671740719804,0,1,1,0,1,0,3.57142857142857,3.66666666666667,2,3.85714285714286,4,2,24,2,1,1,0,60,0,1,1,1,NA,NA,NA,20,20,4,4,5,4,2,8,2,Retail/Shop,3,4,4,4,4,2,2,2,2,5,2,1,1,1,8,3,2,2,10
1202,1,1,4,4,2,2,1,1,Greater Banjul Area,TRUE,TRUE,1.0699050192988928,1.3486153543367805,1,1,1,1,0,0,4.28571428571429,3.33333333333333,3,4,3,3,23,2,1,1,0,60,1,1,1,1,8,NA,0,25,20,2,2,2,4,4,5,5,"Artisan or skilled manual worker (e.g., trades like electrician, mechanic, machinist, tailor, or skilled manufacturing worker, designer)",4,2,5,4,3,3,2,2,1,1,3,4,0,2,5,8,2,3,7
1203,1,1,2,3,3,1,1,1,Lower River Region,TRUE,TRUE,1.084648431061945,1.3519166763469477,0,0,0,0,0,0,4.28571428571429,4,5,3.85714285714286,4,3,25,2,0,1,0,60,1,1,1,1,2,2,2,3,1,1,2,4,5,2,5,3,"Mid-level professional (e.g., teacher, nurse, mid-level government officer)",4,4,4,4,2,0,0,2,1,2,1,3,0,2,6,6,1,2,8
1205,1,0,4,NA,3,2,NA,1,Greater Banjul Area,TRUE,FALSE,1.0883401771790033,1.3355978082909372,NA,NA,NA,NA,NA,NA,5,3.66666666666667,2,NA,NA,NA,26,2,0,1,0,60,0,1,1,NA,3,2,2,5,4,4,4,NA,5,NA,5,3,Student,5,NA,4,NA,5,NA,2,NA,1,NA,1,NA,0,0,10,NA,5,NA,10
1206,1,1,2,3,1,1,1,1,Greater Banjul Area,TRUE,TRUE,1.0860122367071259,1.4808591927848098,0,1,1,1,1,0,5,3.33333333333333,1,5,4,1,20,2,1,0,0,60,1,1,1,1,1,6,6,17,2,6,4,4,5,5,10,5,Student,4,5,2,5,3,3,2,3,1,1,3,3,0,2,4,4,1,5,0
1207,1,1,2,4,3,1,1,1,West Coast Region,TRUE,TRUE,1.0805385952472761,1.3460376377822472,1,0,1,0,1,0,4,3.33333333333333,3,4,3.33333333333333,3,34,2,1,1,0,60,0,1,0,1,3,3,3,NA,NA,NA,4,2,4,2,5,2,Trader/hawker/vendor,4,2,4,2,0,1,0,2,1,2,1,2,1,1,10,6,1,2,10
1208,0,0,NA,NA,3,NA,NA,0,West Coast Region,FALSE,FALSE,1.0805385952472761,1.3460376377822472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,2,1,1,0,60,1,1,NA,NA,6,6,2,25,NA,1,NA,NA,NA,NA,4,1,Clerical or secretarial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,2,NA,NA,NA,NA,7
1209,1,1,5,3,1,3,1,1,Greater Banjul Area,TRUE,TRUE,1.0860122367071259,1.4808591927848098,1,1,1,1,1,0,3.71428571428571,3.33333333333333,2,3.85714285714286,3.66666666666667,4,23,2,0,1,0,60,0,1,1,0,4,4,2,8,5,3,4,2,5,4,8,2,Clerical or secretarial,5,4,4,3,3,3,3,3,1,1,1,1,1,1,5,7,3,3,10
1211,1,1,4,4,2,2,1,0,Greater Banjul Area,TRUE,TRUE,1.0772863312240646,1.4108897443863753,0,1,0,0,1,0,3.28571428571429,3.33333333333333,2,4,3.33333333333333,2,33,2,1,1,0,60,1,1,1,1,4,1,0,15,10,0,4,3,2,4,4,0,None,2,4,3,4,2,2,1,1,3,3,3,3,0,2,5,3,3,2,10
1212,1,1,1,3,1,1,1,0,Greater Banjul Area,TRUE,TRUE,1.040101057704429,1.2152743480649104,1,1,1,0,1,0,3.85714285714286,3.33333333333333,4,3.85714285714286,3.33333333333333,3,23,2,0,1,0,60,0,1,1,1,NA,NA,NA,10,5,2,4,4,2,2,3,1,Retail/Shop,4,4,3,4,3,3,4,2,2,2,2,1,1,1,3,8,3,3,10
1213,0,0,NA,NA,1,NA,NA,0,Greater Banjul Area,FALSE,FALSE,1.0531046551010774,1.2578331890093903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,3,1,1,0,60,1,1,NA,NA,1,5,2,15,6,2,NA,NA,NA,NA,15,2,"Mid-level professional (e.g., teacher, nurse, mid-level government officer)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0,2,NA,NA,NA,NA,10
1215,1,1,2,3,2,1,1,1,Greater Banjul Area,TRUE,TRUE,1.1737904674138615,1.503332427972119,0,0,0,0,0,0,3.71428571428571,4,4,3.28571428571429,3,3,34,2,1,0,0,60,1,1,0,1,3,2,0,NA,NA,NA,4,4,4,2,NA,0,Retail/Shop,4,4,4,4,5,0,5,5,1,1,1,1,0,2,6,8,1,1,7
1216,1,1,4,4,1,1,1,0,Lower River Region,FALSE,FALSE,NA,NA,1,0,0,0,0,1,3.14285714285714,3.33333333333333,5,2.71428571428571,2.66666666666667,2,34,NA,1,0,0,60,0,1,0,0,5,2,2,5,3,2,4,3,4,2,5,4,Housewife/homemaker,4,2,4,2,4,2,2,2,1,1,1,3,NA,NA,7,10,1,2,10
1217,1,1,4,4,1,1,2,1,Greater Banjul Area,TRUE,TRUE,1.0390137997931082,1.2088774291582995,1,1,1,0,0,1,2.42857142857143,5,1,2.28571428571429,4.66666666666667,2,24,3,1,1,0,60,0,1,1,1,1,5,2,25,22,6,4,4,1,2,5,1,Student,4,4,4,5,4,4,3,3,2,1,3,2,1,1,7,4,1,1,10
1218,1,0,4,NA,1,1,NA,0,Greater Banjul Area,TRUE,FALSE,1.04584410961577,1.1799654954016983,NA,NA,NA,NA,NA,NA,2.57142857142857,2.66666666666667,5,NA,NA,NA,21,2,0,0,1,60,0,0,NA,NA,NA,NA,NA,25,10,2,5,NA,1,NA,20,4,Housewife/homemaker,4,NA,5,NA,1,NA,0,NA,1,NA,NA,NA,0,0,10,NA,2,NA,10
1219,1,0,4,NA,1,1,NA,0,Greater Banjul Area,TRUE,FALSE,1.0910438498013044,1.5215208451385436,NA,NA,NA,NA,NA,NA,3.71428571428571,3.33333333333333,5,NA,NA,NA,21,2,1,0,0,60,0,1,1,NA,1,7,4,15,7,2,3,NA,2,NA,3,3,Student,4,NA,3,NA,2,NA,2,NA,2,NA,1,NA,NA,NA,7,NA,2,NA,10
1220,1,1,2,4,1,1,1,1,Lower River Region,TRUE,TRUE,1.035828869545952,1.2997202546208744,1,1,1,1,1,0,5,3.66666666666667,4,3.14285714285714,3.33333333333333,4,24,2,1,0,1,60,0,1,1,1,1,1,NA,16,16,NA,4,5,5,5,4,1,"Artisan or skilled manual worker (e.g., trades like electrician, mechanic, machinist, tailor, or skilled manufacturing worker, designer)",4,5,5,5,1,1,1,1,1,2,4,4,1,1,10,10,1,4,0
1221,1,1,5,3,1,1,1,0,Greater Banjul Area,TRUE,TRUE,1.0824177754888782,1.5042415794593145,0,0,0,0,0,0,3.42857142857143,3.33333333333333,1,3.14285714285714,2.66666666666667,1,34,2,1,0,0,60,0,1,1,1,1,1,1,1,0,0,2,4,1,1,3,0,"Manual worker (e.g., cleaner, laborer, domestic help, manufacturing worker)",2,5,4,4,2,3,1,2,3,1,1,1,1,1,4,8,2,1,0
1223,1,1,3,2,1,1,3,1,Greater Banjul Area,TRUE,TRUE,1.0486092437932724,1.2658873443431724,1,0,1,0,0,0,4,3.66666666666667,4,4.28571428571429,3.33333333333333,5,26,2,1,1,0,60,0,1,1,1,NA,NA,NA,7,3,NA,4,4,4,4,NA,0,"Artisan or skilled manual worker (e.g., trades like electrician, mechanic, machinist, tailor, or skilled manufacturing worker, designer)",2,4,4,2,1,3,1,3,1,1,1,1,1,1,7,6,1,2,10
1224,0,0,NA,NA,2,NA,NA,1,Greater Banjul Area,FALSE,FALSE,1.1311766602624207,1.6351041176502388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,2,1,0,0,60,1,1,NA,NA,2,2,NA,15,10,NA,NA,NA,NA,NA,5,5,Supervisor/Foreman/Senior manager,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0,2,NA,NA,NA,NA,10
1225,1,1,4,2,1,1,1,0,West Coast Region,TRUE,TRUE,1.0883401771790033,1.3355978082909372,0,0,0,0,0,0,2.71428571428571,3.33333333333333,3,3,2,5,26,2,0,0,0,60,0,1,1,1,5,2,4,10,5,NA,2,4,2,2,5,4,"Manual worker (e.g., cleaner, laborer, domestic help, manufacturing worker)",2,2,2,2,2,3,3,0,2,1,4,4,0,0,9,5,2,1,5
1226,1,1,2,5,1,1,3,0,Greater Banjul Area,TRUE,TRUE,1.0723933735905908,1.3137278557514394,0,1,0,0,0,0,3.14285714285714,4,2,4,3.66666666666667,1,30,2,1,0,0,60,0,1,NA,1,1,1,NA,2,NA,NA,2,4,1,1,50,0,Clerical or secretarial,2,4,4,5,1,3,2,4,1,1,NA,2,1,1,10,8,1,1,10
1227,1,0,5,NA,1,1,NA,0,Greater Banjul Area,TRUE,FALSE,1.0839296519394184,1.449808449132468,NA,NA,NA,NA,NA,NA,4.57142857142857,3,1,NA,NA,NA,33,2,1,1,0,60,1,1,1,NA,1,5,2,25,15,3,4,NA,5,NA,7,2,Student,4,NA,4,NA,2,NA,2,NA,2,NA,2,NA,0,2,5,NA,1,NA,7
1228,1,1,3,4,1,1,1,0,Greater Banjul Area,TRUE,TRUE,1.1800499239293292,1.538964190775689,0,0,0,0,1,0,3.85714285714286,4,4,2.57142857142857,3.33333333333333,4,24,2,0,0,0,60,0,NA,1,1,5,3,NA,5,2,1,3,4,3,2,NA,0,Trader/hawker/vendor,3,4,2,4,2,2,2,2,2,2,4,4,1,1,10,7,2,2,8
1232,1,1,4,3,1,1,1,0,Greater Banjul Area,TRUE,TRUE,1.0472913038709115,1.2579864504589438,1,0,1,0,0,0,3.14285714285714,3.33333333333333,1,2.57142857142857,4,5,24,2,0,0,0,60,0,0,1,0,2,1,5,25,20,NA,4,2,2,2,5,6,Student,4,4,4,4,2,4,NA,0,1,NA,NA,3,NA,NA,NA,9,1,2,0
1233,1,1,5,5,1,2,1,0,Greater Banjul Area,TRUE,TRUE,1.0751908709077886,1.3986800761280596,1,0,0,0,0,1,3.28571428571429,1,1,2,2.33333333333333,1,33,2,1,1,0,60,1,0,1,1,NA,NA,NA,10,NA,7,5,4,1,1,20,0,Retail/Shop,4,4,5,4,4,4,0,2,4,4,4,4,0,2,2,3,4,1,0
1234,1,0,3,NA,1,2,NA,1,West Coast Region,TRUE,FALSE,1.0784162420733132,1.4958178363098305,NA,NA,NA,NA,NA,NA,3.57142857142857,4,4,NA,NA,NA,23,2,0,1,0,60,1,0,1,NA,2,2,1,20,20,NA,3,NA,3,NA,5,1,Student,3,NA,3,NA,0,NA,0,NA,2,NA,3,NA,0,2,8,NA,2,NA,10
1235,1,1,2,5,2,2,1,1,West Coast Region,TRUE,TRUE,1.0412186159139007,1.2218671740719804,1,1,1,0,0,0,3.57142857142857,3.33333333333333,3,4.28571428571429,3,1,25,2,1,1,0,60,1,1,1,1,6,3,NA,2,1,1,3,2,2,2,3,1,Other,2,4,2,4,1,1,0,1,1,1,4,4,0,2,9,10,2,2,10
1236,1,1,3,3,1,1,1,1,Greater Banjul Area,TRUE,TRUE,1.2170212395625575,1.7845782453102212,1,0,1,0,1,0,4.28571428571429,4.66666666666667,5,4.57142857142857,3.66666666666667,4,24,2,1,0,0,60,0,0,0,0,NA,NA,NA,NA,NA,NA,4,5,4,5,7,0,Agriculture/farming/fishing/forestry,1,5,4,5,3,3,4,3,1,3,NA,1,0,0,10,7,3,3,10
1237,1,1,2,2,1,2,1,0,Greater Banjul Area,TRUE,TRUE,1.040101057704429,1.2152743480649104,0,0,0,0,0,1,4,4.66666666666667,4,4,4.66666666666667,5,24,3,1,0,0,60,0,1,1,0,5,4,2,14,10,1,4,2,2,1,50,7,Agriculture/farming/fishing/forestry,4,2,2,1,1,3,1,3,3,2,2,2,1,1,3,10,2,1,8
1238,1,0,5,NA,3,1,NA,0,Greater Banjul Area,TRUE,FALSE,1.1179101888180079,1.5758039913990574,NA,NA,NA,NA,NA,NA,3,3.33333333333333,2,NA,NA,NA,34,2,1,1,0,60,0,0,1,NA,4,2,2,5,4,2,4,NA,3,NA,4,1,None,4,NA,4,NA,2,NA,2,NA,1,NA,1,NA,1,1,NA,NA,2,NA,10
1239,1,1,1,2,1,1,1,1,Greater Banjul Area,TRUE,TRUE,1.040101057704429,1.2152743480649104,0,1,0,0,1,0,3.57142857142857,3.33333333333333,3,4.28571428571429,3,1,24,2,1,1,0,60,0,1,1,1,NA,NA,NA,10,NA,1,4,5,2,2,0,0,Retail/Shop,4,4,4,4,1,4,1,1,1,1,1,1,1,1,10,5,4,2,9
1240,1,1,4,2,3,1,1,1,West Coast Region,TRUE,TRUE,1.0881795082827506,1.4849267897882923,1,1,0,1,1,0,4,3.33333333333333,3,4,3.33333333333333,4,26,2,1,0,1,60,0,1,1,1,NA,NA,NA,11,2,1,5,4,4,3,10,4,Retail/Shop,4,4,5,4,3,2,2,2,2,2,3,3,1,1,7,8,2,1,10
1241,1,1,2,2,1,1,1,0,Upper River Region,TRUE,TRUE,1.1195483951885752,1.4786639553674659,1,0,0,0,1,1,4,3.33333333333333,4,4,3.66666666666667,3,33,2,0,1,0,60,0,1,0,0,3,3,NA,6,NA,NA,4,3,2,2,2,0,Housewife/homemaker,NA,4,4,2,0,4,0,5,3,1,2,2,1,1,6,7,1,2,7
1246,1,1,2,2,1,1,1,0,West Coast Region,TRUE,TRUE,1.0951876400933638,1.344186537144362,1,1,1,1,1,0,4,3.33333333333333,4,4.42857142857143,3.33333333333333,4,31,1,1,1,0,60,1,1,NA,NA,NA,NA,NA,10,2,NA,4,5,4,5,7,0,Supervisor/Foreman/Senior manager,4,5,4,5,1,1,1,2,1,1,2,3,0,2,2,2,4,1,8
1247,1,1,4,4,NA,1,1,0,Upper River Region,TRUE,TRUE,1.0723933735905908,1.3137278557514394,0,1,0,0,1,1,4,3.33333333333333,2,4,2.33333333333333,5,29,2,0,1,0,60,1,1,1,1,NA,NA,NA,NA,NA,NA,3,4,2,2,NA,0,Trader/hawker/vendor,4,4,2,4,2,1,2,2,1,1,NA,2,0,2,7,7,1,1,NA
1249,1,1,1,4,1,1,1,1,Lower River Region,TRUE,TRUE,1.1023480226864009,1.492120933491103,1,1,1,1,1,0,3.85714285714286,3.33333333333333,5,3,2.66666666666667,2,32,2,1,1,0,60,1,1,0,0,4,1,1,5,5,NA,4,2,4,4,3,1,Agriculture/farming/fishing/forestry,5,3,5,4,3,2,4,2,1,2,4,3,0,2,10,8,1,2,9
1250,1,1,4,4,1,1,1,0,Greater Banjul Area,TRUE,TRUE,1.1174268309144562,1.5722366697956032,0,0,0,0,0,1,4,3.66666666666667,5,3.71428571428571,2.66666666666667,3,24,2,0,0,1,60,0,0,1,0,6,6,NA,20,20,NA,4,4,2,4,5,5,Trader/hawker/vendor,4,4,4,4,2,4,2,4,1,1,3,4,1,1,10,10,2,2,10
1251,1,1,2,3,1,1,3,0,Greater Banjul Area,TRUE,TRUE,1.1072570195171734,1.5207103948447915,0,1,1,1,1,0,3.71428571428571,2.33333333333333,3,3,3.33333333333333,3,30,2,1,0,0,60,0,0,1,0,7,4,NA,5,5,0,4,3,2,3,5,0,"Artisan or skilled manual worker (e.g., trades like electrician, mechanic, machinist, tailor, or skilled manufacturing worker, designer)",4,3,4,3,2,3,1,3,2,3,4,1,1,1,9,5,2,3,10
1252,1,1,4,5,2,3,2,0,West Coast Region,TRUE,TRUE,1.0971458629436932,1.4985014048370204,0,0,0,0,0,0,3.28571428571429,2,2,3.28571428571429,3.66666666666667,1,22,2,1,0,0,60,0,1,1,1,2,NA,2,7,1,6,1,3,2,1,2,3,Other,4,4,4,4,3,1,3,1,1,1,4,4,1,1,10,6,3,1,0
